,K1,K2,Grey K1,Req. Dt,Derived From SO NO,Segment,Customer,Gry EDOD,Gry REDOD,Line Creation Dt.,DocNo.,Line No,Sch P/I Dt,Order Qty,Plan I/p Dt,SO No,SO Line no,SubSegment,K3,K4,K5,K6,Shade,Dely Dt1,Dely Dt,Lot Qty,Disp Planned,Bal to exe,Plan Qty,PPC Remark,LabRef.No,Peach Std.,Repeat Cops,Tech Remark,Final Dispo Comment,Marketing Comment,Exec. Closed,LabRef Check,KE Desc,Std Rec Dt,PP Comment,F370R001 Stock,F370B001 Stock,F380B001 Stock,F380B101 Stock,F350B001 Stock,F350B101 Stock,Baddi Stk,F400B001 Stock,F400B101 Stock,F340R001 Stock,Budhni Stk,Pref Factory,YD/PD,Factory,Grey Stock
145,14252,BACCBJ,14252BACCB5,13/08/2021,,RMGE,RICHA & CO.,,,13/08/2021,MIFYM_FY-21000072,10,,1,,,,MILL NORMS( MILL STD),PC-SF,STDAWTD000,,,,,,0,,1,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,0,,
146,A132B147,BDDKW,A132B147BDDKW,24/08/2021,,GAP,GAP INTERNATIONAL,,,24/08/2021,MIE72_E72-21000054,20,,500,,,,MILL NORMS( MILL STD),CV-5SF,STDAWTD000,,,,,,0,,500,500,,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,058","5,848",-282,"11,624",22,PD,Baddi,345.79
147,A132B147,BDDKW,A132B147BDDKW,24/08/2021,,GAP,GAP INTERNATIONAL,,,24/08/2021,MIE72_E72-21000054,20,,500,,,,MILL NORMS( MILL STD),CV-5SF,STDAWTD000,,,,,,0,,500,500,,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,058","5,848",-282,"11,624",22,PD,Budhni,57720.86
148,140N18,BDMCW4,140N18BDMCDW4,26/05/2021,,RMGE,VF ASIA LTD.,,,26/05/2021,MIFYM_FY-21000028,10,,1,,,,MILL NORMS( MILL STD),ST-SF,STDAWTD000,,,,,,0,,1,0,,,,,,,,Unchecked,,,1/1/1900,to procure 40D spandex filament,0,0,0,0,0,0,0,"6,449",0,0,"6,449",22,PD,Budhni,4083.4
149,DUMMY,0,EX.0621.0018,31/07/2021,,DE&B,REFAT GARMENTS LTD,,,2/8/2021,MIFYM_FY-21000066,20,,917,,,,PVH,DUMMY,STDAWTD000,,,,,,0,,917,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
150,A132B147,BADKW,A132B147BDDKW,24/08/2021,,GAP,GAP INTERNATIONAL,27/09/2021,27/09/2021,24/08/2021,MIE72_E72-21000054,10,,500,,,,MILL NORMS( MILL STD),CV-5SF,STDAWTD000,,,,,,0,,500,500,MIL ORDER,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,058","5,848",-282,"11,624",21,PD,Baddi,345.79
151,A132B147,BADKW,A132B147BDDKW,24/08/2021,,GAP,GAP INTERNATIONAL,27/09/2021,27/09/2021,24/08/2021,MIE72_E72-21000054,10,,500,,,,MILL NORMS( MILL STD),CV-5SF,STDAWTD000,,,,,,0,,500,500,MIL ORDER,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,058","5,848",-282,"11,624",21,PD,Budhni,57720.86
152,A145A321,BACCNQA,A145A321BACCNQA,21/08/2021,,DE&B,PVH CORP. LTD,6/10/2021,6/10/2021,21/08/2021,MIE72_E72-21000052,60,1/10/2021,88,,,,PVH (DRESS SHIRT),PC-8MSDAWF,STDAWTD000,,,,,,0,,88,88,MIL ORDER,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,10840.0
153,A180A149,BAMCO,A180A149BAMCO,24/07/2021,,DE&B,Vamani Overseas Pvt LtdÂ ,16/08/2021,16/08/2021,14/08/2021,BLF81_F81-21000506,20,,300,,F81_F81-21000506,20,C & A,TC-5SF,AS00000000,,,,13/08/2021,300-13/08/2021,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,,90,0,0,0,"28,968",0,"29,058",0,0,0,0,21,0,Baddi,28938.0
154,120H19,BDOKA,120H19BDOKD,30/07/2021,,Workwear,LUNA APPARELS PRIVATE LIMITED,25/08/2021,24/08/2021,25/08/2021,BLF81_F81-21000535,41,22/09/2021,136,,F81_F81-21000535,41,MILL NORMS( MILL STD),ST-SF,9300096249,,,BLACK 36(GREYISH BLACK),7/10/2021,136-07/10/2021,0,,136,136,LD app on 26 Aug/HF ok,2108249,,,OK,,,Unchecked,2108249,,1/1/1900,,0,0,0,0,0,0,0,"17,061",714,0,"17,774",22,PD,Budhni,34770.29
155,13257,BD,13257BDDKD,11/8/2021,,India Buying Houses,Penguin Garments (P) Ltd,10/8/2021,10/9/2021,26/08/2021,BLF81_F81-21000585,91,10/9/2021,600,,F81_F81-21000585,91,VINEYARD VINES,ST-PF,STDAWTD000,,,,26/09/2021,600-26/09/2021,0,,600,600,LD std awtd/Peach & HF ok,,F81-21000212,,OK,,,Unchecked,,,1/1/1900,,-101,0,0,0,0,0,-101,"19,653","3,850",50,"23,552",22,PD,Budhni,59221.6
156,A132B069,BADKJ,A132B069BADK,19/08/2021,,GAP,SHAHI EXPORTS PVT. LTD.,31/10/2021,31/10/2021,31/08/2021,BLF81_F81-21000648,20,1/11/2021,522,,F81_F81-21000648,20,OLD NAVY WOMENS,CV-5XF,STDAWTD000,,,AWTD,8/10/2021,522-08/10/2021,0,,522,522,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
157,13200046,BDDKJ,13200046BDDKJ*,24/08/2021,,GAP,"PEE EMPRO EXPORTS PVT LTD,",,,1/9/2021,BLF81_F81-21000705,110,,0,,F81_F81-21000705,110,OLD NAVY WOMENS,CV-5SF,1000081471,,,,,,0,,0,,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,22,PD,,
158,160158,BAMD2,160158BAMD2,31/08/2021,,India Buying Houses,RADNIK EXPORTS,1/9/2021,1/9/2021,31/08/2021,BLF81_F81-21000752,10,,130,,F81_F81-21000752,10,TOM TAILOR,JCM+NF,DD00000000,JCM+SF,,29525 COTTON MODAL,,,0,,130,130,,,,,,,,Unchecked,,,1/1/1900,,30,0,0,0,"3,917",0,"3,947",0,0,0,0,21,PD,Baddi,3669.0
159,14000313,BAMMB,14000313BAMMBA2,6/7/2021,,DE&B,BRANDIX APPAREL  LTD,30/08/2021,30/08/2021,28/08/2021,BLF83_F83-21000120,290,,900,,F83_F83-21000120,290,PVH (TUG),CT+NF,AS00000000,,,,3/8/2021,900-03/08/2021,0,,900,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,"10,369",0,"10,369",0,0,0,0,21,0,Baddi,16696.0
160,14000313,BAMMB,14000313BAMMBA,6/7/2021,,DE&B,BRANDIX APPAREL  LTD,1/9/2021,1/9/2021,31/08/2021,BLF83_F83-21000120,300,,450,,F83_F83-21000120,300,PVH (TUG),CT+NF,AS00000000,,,,3/8/2021,450-03/08/2021,0,,450,0,,,,,,,,Unchecked,,,1/1/1900,,432,0,278,0,"21,965",0,"22,675",0,0,0,0,21,0,Baddi,22833.29
161,A140D777,BAMFDNJ,A140D777BAMFDN,13/05/2021,,DE&B,CRESCENT FASHION AND DESIGN LTD,13/09/2021,13/09/2021,22/08/2021,BLF85_F85-21000138,30,,550,,F85_F85-21000138,30,PVH (DRESS SHIRT),SPC-8WDA,AS00000000,,,VHD537+BLACK,20/08/2021,550-20/08/2021,0,,550,0,,888/12/20,,,,,,Unchecked,,,1/1/1900,,84,0,587,0,0,0,671,0,0,0,0,21,PD,Baddi,779.0
162,A150C944,BAMCBJ,A150C944BAMCB,9/7/2021,,GAP,PT UNGARAN SARI GARMENTS,21/10/2021,21/10/2021,21/08/2021,BLF85_F85-21000268,26,,400,,F85_F85-21000268,26,CALVEIN KLEIN,ST-DA,AS00000000,,,CTEG423_TA0_Blush,23/08/2021,400-23/08/2021,0,,400,0,,app cut QA,,BDGP-21000001/210/ctg sent,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
163,A150C944,BAMCBJ,A150C944BAMCB,9/7/2021,,GAP,PT UNGARAN SARI GARMENTS,24/10/2021,24/10/2021,25/08/2021,BLF85_F85-21000268,36,,400,,F85_F85-21000268,36,CALVEIN KLEIN,ST-DA,AS00000000,,,CTEG423_TA0_Blush,23/08/2021,400-23/08/2021,0,,400,0,,app cut QA,,BDGP-21000001/210/ctg sent,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
164,A120C722,BACK,A120C722HCK,30/08/2021,,DE&B,BRANDIX APPAREL  LTD,,,30/08/2021,BLF85_F85-21000440,10,,146,,F85_F85-21000440,10,PVH (TUG),ST-2R2CAB,STDAWTD000,,,BLACK ARCHROMA MIDSPEC,,,0,,146,146,"L/D app on 31/08,",,,,,,,Unchecked,,,1/1/1900,,576,0,0,0,0,0,576,0,0,0,0,21,PD,Baddi,576.0
165,150303,BAMMJ,150303BA,30/08/2021,,GAP,PT UNGARAN SARI GARMENTS,23/09/2021,23/09/2021,30/08/2021,BLF85_F85-21000446,1,,823,,F85_F85-21000446,1,TOMMY,CT+NF,STDAWTD000,CT+SF,,CL GRAPHIC FLOWER PRINT SF SHIRT_Navy Iris/Th Light Blue,,,0,,823,823,,,NA,,,,,Unchecked,,,1/1/1900,,-2,0,0,0,0,0,-2,0,0,0,0,21,PD,Baddi,2008.0
166,A130C791,BDDKWL4,A130C791BDDKDWL4,9/10/2019,,Large Format Retailers,FUTURE RETAIL LTD,13/12/2019,26/03/2021,31/08/2021,BLS81_S81-19003466,90,11/11/2021,500,,S81_S81-19003466,90,BIG BAZAAR,ST-PF,STDAWTD000,,,Awtd,20/11/2021,500-20/11/2021,0,,500,500,LD std awtd/Peach & HF MS,,Mill STD,S81-19003660,"OK,PL MAKE F0Q PO PTR RUNNABILITY",,"Spill over Dec 19, Old Stock(Apr), Spill over Apr 21, Spill over May 21, Spill over Jun 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,788",0,0,"6,788",22,PD,Budhni,1737.09
167,C120M359,BACCDW4,C120M359BACCDW4,27/01/2020,,RMGE,Ambattur Fashion India Pvt Limited,26/06/2020,26/06/2020,13/06/2020,BLS81_S81-19005335,72,,700,,S81_S81-19005335,72,LEVI'S,FX-PAB,AS00000000,,,22579-0003-19-3921 TCX,14/06/2020,700-14/06/2020,0,,700,0,,,13/05/2020-46,BDRM-19000038,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
168,A130D477,BAMKBWL,A130D477BAMKBWL,15/03/2021,,RMGE,Ambattur Fashion India Pvt Limited,4/9/2021,4/9/2021,30/07/2021,BLS81_S81-20004109,50,,500,,S81_S81-20004109,50,LEVI'S,SC4-PBRMM,AS00000000,,,,20/05/2021,500-20/05/2021,0,,500,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,78,0,0,0,78,0,0,0,0,21,PD,Baddi,41.01
169,240243,BD,240750BD,24/06/2021,,Distributor,ADINATH INDIA,13/09/2021,13/09/2021,26/08/2021,BLS81_S81-21000827,201,15/09/2021,500,,S81_S81-21000827,201,SOUTH BANGLORE,PC-SF,4000018689,,,sh 13,30/09/2021,500-30/09/2021,0,,500,500,Rpt order clr on 27 Aug/HF ok,,S81-20004340,BLS81_S81-20004340,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"40,973","2,359",-217,"43,114",22,PD,Budhni,70955.63
170,140313,BACM,140313BACM,26/06/2021,,Brands,INDIAN TERRAIN FASHIONS LTD,18/08/2021,18/08/2021,17/08/2021,BLS81_S81-21000851,20,,300,,S81_S81-21000851,20,INDIAN TERRAIN,CT+NF,AS00000000,,,,24/07/2021,300-24/07/2021,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,,63,0,411,0,586,0,"1,060",0,0,0,0,21,0,Baddi,1060.0
171,A109A001,BDKK,A109A001BDKK,19/05/2021,M75_M75-21000054/30,RMGE,GOKALDAS EXPORTS LTD,25/11/2021,25/11/2021,5/8/2021,BLS81_S81-21001332,20,25/11/2021,708,,S81_S81-21001332,20,CARHARTT,CT-CHWR,6000205398,,,C BROWN POFY220007327,,,0,,708,708,Rpt order clr on 6 Aug/HF ok,,,S81-20003980,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
172,130P94,BABWJ,130P94BAMCBWL4,3/5/2021,M75_M75-21000034/10,RMGE,CELEBRITY FASHIONS LIMITED,1/1/3000,25/09/2021,7/8/2021,BLS81_S81-21001357,20,1/1/3000,440,,S81_S81-21001357,20,VF(Timberland),ST-PST,RFD0000000,,,RFD/A2C17,3/10/2021,440-03/10/2021,0,,440,440,RFD update 11/8,,MILL STD,S81-20000888,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,RD,,
173,A114A066,BDOO,A114A066BDOO*,11/8/2021,,Workwear,SUPERHOUSE LTD. (SAFETY GARMENT DIV.),,,1/9/2021,BLS81_S81-21001432,31,,560,,S81_S81-21001432,31,MILL NORMS( MILL STD),PC-SF,DUMMY00000,,,Black,,,0,,560,,,2108377,,,,,,Unchecked,2108377,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,22,PD,,
174,13001,BD,13001BD*,21/08/2021,,Distributor,NOTANDAS BHAGWANDAS,,,1/9/2021,BLS81_S81-21001583,121,,700,,S81_S81-21001583,121,WEST,CT-SF,DD00000000,,,,,,0,,700,,,,,AWT,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,22,PD,,
175,DUMMY,0,DS.0821.0318,25/08/2021,,Distributor,YOGESH TRADING CO.,,,25/08/2021,BLS81_S81-21001638,1,,1,,S81_S81-21001638,1,NORTH,SCP-SF,STDAWTD000,,,,,,0,,1,1,New article??,,MS,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
176,DUMMY,0,DUMMY00*,27/08/2021,,Brands,MOHAN CLOTHING CO PVT LTD,,,1/9/2021,BLS81_S81-21001704,50,,654,,S81_S81-21001704,50,BLACK BERRY,DUMMY,STDAWTD000,,,EK-FORD # OLIVE,,,0,,654,,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
177,132340,BD,132340BDDKD,28/07/2021,S75_S75-21000198/10,Brands,BENETTON INDIA PVT LTD,23/09/2021,23/09/2021,27/08/2021,BLS81_S81-21001705,10,25/09/2021,800,,S81_S81-21001705,10,Benetton,ST-PF,9200070179,,,21P4STNS0013I-901,10/10/2021,800-10/10/2021,0,,800,800,Rpt order clr on 28 Aug/Peach & HF ok,,S81-21000489,S81-21000489,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Baddi,306.83
178,132340,BD,132340BDDKD,28/07/2021,S75_S75-21000198/10,Brands,BENETTON INDIA PVT LTD,23/09/2021,23/09/2021,27/08/2021,BLS81_S81-21001705,10,25/09/2021,800,,S81_S81-21001705,10,Benetton,ST-PF,9200070179,,,21P4STNS0013I-901,10/10/2021,800-10/10/2021,0,,800,800,Rpt order clr on 28 Aug/Peach & HF ok,,S81-21000489,S81-21000489,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Budhni,30520.87
179,132340,BD,132340BDDKD,28/07/2021,S75_S75-21000198/10,Brands,BENETTON INDIA PVT LTD,23/09/2021,23/09/2021,27/08/2021,BLS81_S81-21001705,90,25/09/2021,950,,S81_S81-21001705,90,Benetton,ST-PF,7200107398,,,4WB11ECOMI-E04,10/10/2021,950-10/10/2021,0,,950,950,Rpt cops old,,S81-21000489,S81-19005928,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Baddi,306.83
180,132340,BD,132340BDDKD,28/07/2021,S75_S75-21000198/10,Brands,BENETTON INDIA PVT LTD,23/09/2021,23/09/2021,27/08/2021,BLS81_S81-21001705,90,25/09/2021,950,,S81_S81-21001705,90,Benetton,ST-PF,7200107398,,,4WB11ECOMI-E04,10/10/2021,950-10/10/2021,0,,950,950,Rpt cops old,,S81-21000489,S81-19005928,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Budhni,30520.87
181,A220A052,BDKOJ,A220A052BDKO,30/06/2021,M75_M75-21000084/20,RMGE,CELEBRITY FASHIONS LIMITED,15/09/2021,29/10/2021,30/08/2021,BLS81_S81-21001724,40,1/11/2021,648,,S81_S81-21001724,40,VF(Williamson Dickies),CT-SF,2200018987,,,Golden Ochre/DK0A4XESC381,,,0,,648,648,LD app on 1 Sep/HF ok,2101022,,as per approved lab dip,OK,,,Unchecked,2101022,,1/1/1900,,0,0,0,0,"6,742",0,"6,742","6,153",0,0,"6,153",22,PD,Baddi,6742.0
182,A220A052,BDKOJ,A220A052BDKO,30/06/2021,M75_M75-21000084/20,RMGE,CELEBRITY FASHIONS LIMITED,15/09/2021,29/10/2021,30/08/2021,BLS81_S81-21001724,40,1/11/2021,648,,S81_S81-21001724,40,VF(Williamson Dickies),CT-SF,2200018987,,,Golden Ochre/DK0A4XESC381,,,0,,648,648,LD app on 1 Sep/HF ok,2101022,,as per approved lab dip,OK,,,Unchecked,2101022,,1/1/1900,,0,0,0,0,"6,742",0,"6,742","6,153",0,0,"6,153",22,PD,Budhni,6243.1
183,A109A001,BDKK,A109A001BDKK,19/05/2021,M75_M75-21000054/40,RMGE,GOKALDAS EXPORTS LTD,25/12/2021,25/12/2021,1/9/2021,BLS81_S81-21001765,10,25/12/2021,0,,S81_S81-21001765,10,Gurpreet Singh,CT-CH1,9000063629,,,,,,0,,0,,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
184,A109A001,BDKK,A109A001BDKK,19/05/2021,M75_M75-21000054/40,RMGE,GOKALDAS EXPORTS LTD,25/12/2021,25/12/2021,1/9/2021,BLS81_S81-21001765,20,25/12/2021,0,,S81_S81-21001765,20,Gurpreet Singh,CT-CH1,6000198558,,,,,,0,,0,,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
185,12-83020,BAMCZJ,14000320BAMCDS,15/09/2018,,DE&B,STYLEM Co. Ltd,12/8/2021,12/8/2021,27/07/2021,BLS83_S83-18000223,50,,700,,S83_S83-18000223,50,JIS STD,ST-AB,AS00000000,,,,26/08/2021,700-26/08/2021,0,,700,0,,,,,,,,Unchecked,,,1/1/1900,,-1,0,0,0,0,0,-1,0,0,0,0,21,0,Baddi,222.98
186,85-2732,BACKZJ,12000017BAMKZ,1/5/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",18/11/2021,18/11/2021,26/08/2021,BLS83_S83-21000018,80,,500,,S83_S83-21000018,80,JIS STD,ST-PF,AS00000000,,,,24/08/2021,500-24/08/2021,0,,500,0,,,,,,,,Unchecked,,,1/1/1900,,443,0,0,0,"3,056",0,"3,499",0,0,0,0,21,0,,
187,12-13500,BACCDJW,12-13500BACCDJW*,1/9/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",,,1/9/2021,BLS83_S83-21000094,10,,0,,S83_S83-21000094,10,JIS STD,ST-PF,RPT0000000,,,,,,0,,0,,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
188,12-13500,BACCBJW,12-13500BACCBJW*,1/9/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",,,1/9/2021,BLS83_S83-21000094,20,,0,,S83_S83-21000094,20,JIS STD,ST-PF,RPT0000000,,,,,,0,,0,,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
189,A240A325,BDRKDW4J,A240A325BDRKDW4,25/05/2021,M75_M75-21000006/21,GAP,REFAT GARMENTS LTD,1/1/3000,27/09/2021,28/08/2021,BLS85_S85-21000240,10,1/10/2021,457,,S85_S85-21000240,10,BANANA REPUBLIC FACTORY STORES,ST-PF,1100029246,,,GYPSUM WHITE,13/10/2021,457-13/10/2021,0,,457,457,Rpt order clr on 1 Sep/Peach & HF ok,,R85-19000232,R85-21000016,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,728,0,0,728,22,PD,Budhni,241.0
190,A240A325,BDRKDW4J,A240A325BDEKDW4,25/05/2021,M75_M75-21000006/21,GAP,REFAT GARMENTS LTD,1/1/3000,27/09/2021,28/08/2021,BLS85_S85-21000240,30,1/10/2021,914,,S85_S85-21000240,30,BANANA REPUBLIC FACTORY STORES,ST-PF,8300159257,,,MAHALO BLUE,13/10/2021,914-13/10/2021,0,,914,914,400mtr Gr extra for Sfall/Repeat order,,R85-19000232,R85-21000016,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"9,241","1,214",-1,"10,454",22,PD,Budhni,22108.89
191,A240A325,BDRKDW4J,A240A325BDEKDW4,25/05/2021,M75_M75-21000006/21,GAP,REFAT GARMENTS LTD,1/1/3000,27/09/2021,28/08/2021,BLS85_S85-21000240,40,1/10/2021,914,,S85_S85-21000240,40,BANANA REPUBLIC FACTORY STORES,ST-PF,5200057429,,,RED PARROT 544,13/10/2021,914-13/10/2021,0,,914,914,Rpt order clr on 1 Sep/Peach & HF ok,,R85-19000232,R85-21000016,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"9,241","1,214",-1,"10,454",22,PD,Budhni,22108.89
192,140891,BD,140891BD,19/03/2021,SG8_SG8-20000026/130,Greige,MANAVI IMPEX,31/01/2021,31/01/2021,19/03/2021,BLS90_S90-20001656,10,30/06/2021,600,,S90_S90-20001656,10,MILL NORMS( MILL STD),,,,,,,,0,,600,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"54,800",926,-600,"55,126",22,PD,Budhni,57694.1
193,12091,BDOOJ,12091BDOE,21/08/2021,,Greige,DASS TRADING CO.,30/09/2021,30/09/2021,21/08/2021,BLS90_S90-21000544,1,,800,,S90_S90-21000544,1,MILL NORMS( MILL STD),,,,,,,,0,,800,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,995",0,-486,"6,510",22,PD,Budhni,2545.59
194,A110A109,BDKK,A110A109BDKK,6/1/2021,,Workwear,FUN FACTORY LTD,10/2/2021,10/2/2021,6/1/2021,MIE72_E72-20000111,10,1/9/2021,750,17/06/2021,,,LOGO-NET,CP-SF,STDAWTD000,,,,,,0,,750,750,LD std awtd/HF awtd,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,240,0,0,240,22,PD,Budhni,240.0
195,130P32,BDCC,130P32BDCC,12/3/2020,,Workwear,GREEN PACKAGING INDUSTRIES PVT. LTD,8/5/2020,1/1/3000,12/3/2020,MIE72_E72-19000205,10,1/9/2021,250,19/06/2021,,,MILL NORMS( MILL STD),PC-SF,LD00000000,,,,,,0,,250,250,LD app awtd/HF awtd,,,,ok,,", Spill over Dec 20",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"3,720",0,-20,"3,700",22,PD,,
196,A130A882,BACCDW4J,A130A882BACCDW5,30/06/2021,M75_M75-20000066/30,DE&B,COSMOPOLITAN INDUSTRIES PVT LTD,20/10/2021,20/10/2021,30/06/2021,BLM75_M75-20000066,30,1/9/2021,0,1/7/2021,,,UNIQLO,BST-XF,RPT0000000,,,,,,0,,"2,693","2,693",Order To Punch,,,,,,,Unchecked,,,1/1/1900,8 cents/mtr,320,0,292,0,"4,143",0,"4,755",0,0,0,0,21,PD,Baddi,63073.0
197,A116A829,BDOOJ,A116A829BDOO,29/05/2021,M75_M75-21000015/20,GAP,GAP INTERNATIONAL,1/1/3000,6/8/2021,29/05/2021,BLM75_M75-21000015,20,9/9/2021,0,8/8/2021,,,GAP WOMENS,CT-PF,BRKUPAWTD0,,,,,,0,,660,660,,,,,OK,,", Spill over Aug 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"48,124",0,0,"48,124",22,PD,Budhni,30501.16
198,A240A325,BDEKW4J,A240A325BDEKDW4,17/04/2021,M75_M75-21000006/1,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,17/04/2021,BLM75_M75-21000006,1,1/1/3000,0,9/8/2021,,,BANANA REPUBLIC FACTORY STORES,ST-PF,BRKUPAWTD0,,,,,,0,,960,960,,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"9,241","1,214",-1,"10,454",22,PD,Budhni,22108.89
199,A240A325,BDRKDW4J,A240A325BDEKDW4,15/06/2021,M75_M75-21000006/71,GAP,REFAT GARMENTS LTD,1/1/3000,14/10/2021,15/06/2021,BLM75_M75-21000006,71,15/10/2021,0,10/8/2021,,,BANANA REPUBLIC FACTORY STORES,ST-PF,BRKUPAWTD0,,,,,,0,,"58,264","58,264",,,,,OK,,Swapped with R85-16,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"9,241","1,214",-1,"10,454",22,PD,Budhni,22108.89
200,A116A661,BDKC,A116A661BDKCD,23/06/2021,M75_M75-21000052/70,RMGE,STANDARD GROUP,12/7/2021,12/7/2021,23/06/2021,BLM75_M75-21000052,70,10/10/2021,0,11/8/2021,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"1,591","1,591",,,,,OK,,"Reed Procurement on 15th Aug, Spill over Jul 21, Spill over Aug 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
201,A120A701,BDOOO,A120A701BDOOO,5/6/2020,M75_M75-20000005/10,RMGE,CELEBRITY FASHIONS LTD,3/8/2020,3/8/2020,5/6/2020,BLM75_M75-20000005,10,1/1/3000,0,18/08/2021,,,VF(Timberland),CT-SF,RPT0000000,,,,,,0,,"1,178","1,178",m,,,,OK,,Spill over Aug 20,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"19,174",0,0,"19,174",22,PD,Budhni,19174.12
202,A140C895,BDMD,A140C895BDMD,15/03/2021,,Distributor,SHIV ENTERPRISES,18/06/2021,18/06/2021,12/6/2021,BLS81_S81-20004110,42,1/9/2021,300,21/08/2021,S81_S81-20004110,42,NORTH,CT-SF,RPT0000000,,,,24/08/2021,300-24/08/2021,0,,300,300,Rpt shade awtd/HF ok,,,S81-20002716,OK,,"Swapped, Spill over Jul 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"61,081",550,0,"61,631",22,PD,Budhni,68521.8
203,A120A701,BDOOO,A120A701BDOOO,5/6/2020,M75_M75-20000005/20,RMGE,CELEBRITY FASHIONS LTD,18/08/2020,18/08/2020,5/6/2020,BLM75_M75-20000005,20,1/1/3000,0,22/08/2021,,,VF(Timberland),CT-SF,RPT0000000,,,,,,0,,"10,627","10,627",m,,,,OK,,Spill over Aug 20,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"19,174",0,0,"19,174",22,PD,Budhni,19174.12
